"Employee_ID","Start_Date","End_Date","Job_Title","Salary","Gender","Birth_Date","Emp_Hire_Date","Emp_Term_Date"
"120235","01NOV2002","31DEC9999","Sales Rep. III","$30,590.00","F","15JAN1982","01NOV2002","."
"120236","01JAN1999","31DEC9999","Sales Rep. I","$27,475.00","F","28JAN1975","01JAN1999","."
"120237","01NOV2002","31DEC9999","Sales Rep. II","$28,300.00","F","09APR1982","01NOV2002","."
"120238","01OCT2002","31DEC9999","Sales Rep. I","$26,870.00","M","10FEB1984","01OCT2002","."
"120239","01JAN1999","31DEC9999","Sales Rep. III","$29,700.00","M","28OCT1955","01JAN1999","."
"120240","01JAN1999","31DEC9999","Sales Rep. III","$29,725.00","F","21MAR1960","01JAN1999","."
"120241","01JAN1999","30APR2000","Sales Rep. I","$25,430.00","F","19OCT1955","01JAN1999","30APR2000"
"120242","01JAN1999","31DEC9999","Sales Rep. I","$26,865.00","M","23JUN1970","01JAN1999","."
"120243","01JAN1999","30JUN1999","Sales Rep. II","$28,580.00","M","23OCT1965","01JAN1999","30JUN1999"
"120244","01JAN1999","31DEC9999","Sales Rep. II","$28,140.00","M","06AUG1960","01JAN1999","."
"120245","01MAR2002","31DEC9999","Sales Rep. II","$28,130.00","M","12JUL1984","01MAR2002","."
"120246","01JAN1999","31DEC9999","Sales Rep. IV","$31,645.00","M","18SEP1940","01JAN1999","."
"120247","01JUN2002","31DEC9999","Sales Rep. II","$26,590.00","M","24DEC1984","01JUN2002","."
"120248","01JAN1999","30SEP2001","Sales Rep. II","$26,800.00","M","17DEC1940","01JAN1999","30SEP2001"
"120249","01JAN1999","31DEC9999","Sales Rep. II","$27,775.00","M","25JAN1965","01JAN1999","."
"120250","01JAN1999","31DEC9999","Sales Rep. II","$26,015.00","F","15DEC1950","01JAN1999","."
"120251","01DEC2002","31MAY2003","Temp. Sales Rep.","$25,785.00","M","11SEP1955","01DEC2002","31MAY2003"
"120252","01DEC2002","28FEB2003","Temp. Sales Rep.","$26,450.00","M","08AUG1965","01DEC2002","28FEB2003"
"120253","01DEC2002","31MAR2003","Temp. Sales Rep.","$25,545.00","M","06MAR1950","01DEC2002","31MAR2003"
"120254","01DEC2002","31MAY2003","Temp. Sales Rep.","$27,310.00","F","19DEC1950","01DEC2002","31MAY2003"
"120255","01JAN1999","31DEC9999","Sales Rep. II","$27,285.00","F","03AUG1960","01JAN1999","."
"120256","01JAN1999","30SEP2001","Sales Rep. I","$27,295.00","M","23JUN1945","01JAN1999","30SEP2001"
"120257","01JAN1999","31DEC9999","Director","$156,245.00","F","22MAY1970","01JAN1999","."
"120258","01JAN1999","31DEC9999","Sales Manager","$83,305.00","M","22JUN1950","01JAN1999","."
"120259","01SEP1985","31DEC9999","Chief Executive Officer","$433,800.00","M","25JAN1960","01SEP1985","."
"120260","01NOV1980","31DEC9999","Chief Marketing Officer","$207,885.00","F","02DEC1960","01NOV1980","."
"120261","01AUG1983","31DEC9999","Chief Sales Officer","$243,190.00","M","21FEB1965","01AUG1983","."
"120262","01SEP1984","31DEC9999","Chief Financial Officer","$268,455.00","M","21OCT1965","01SEP1984","."
"120263","01OCT1979","31DEC1999","Financial Analyst III","$42,605.00","M","10FEB1960","01OCT1979","31DEC1999"
"120264","01DEC2002","31DEC9999","Financial Analyst II","$37,510.00","F","23JAN1980","01DEC2002","."
"120265","01JAN1970","31DEC1998","Auditor III","$51,950.00","F","04OCT1940","01JAN1970","31DEC1998"
"120266","01APR1985","31DEC9999","Secretary IV","$31,750.00","F","01JUL1965","01APR1985","."
"120267","01FEB1999","31DEC9999","Secretary III","$28,585.00","F","02JUN1982","01FEB1999","."
"120268","01MAY1993","31DEC9999","Senior Strategist","$76,105.00","M","01SEP1970","01MAY1993","."
"120269","01JAN1970","30APR2000","Strategist II","$52,540.00","F","27SEP1940","01JAN1970","30APR2000"
"120270","01JAN1970","31DEC9999","Consession Director","$48,435.00","M","25MAR1950","01JAN1970","."
"120271","01SEP1982","31DEC9999","Consession Manager","$43,635.00","F","06AUG1960","01SEP1982","."
"120272","01JAN1970","31DEC9999","Consession Consultant II","$34,390.00","M","15MAR1940","01JAN1970","."
"120273","01MAR2002","31DEC9999","Consession Assistant III","$28,455.00","F","07JUN1982","01MAR2002","."
"120274","01DEC1989","31DEC9999","Consession Assistant I","$26,840.00","F","09JAN1960","01DEC1989","."
"120275","01OCT1980","31DEC9999","Consession Consultant II","$32,195.00","F","27DEC1955","01OCT1980","."
"120276","01JAN1970","31MAY1999","Consession Assistant II","$28,090.00","M","16DEC1940","01JAN1970","31MAY1999"
"120277","01MAY2000","31MAY2001","Consession Consultant I","$32,645.00","F","16AUG1984","01MAY2000","31MAY2001"
"120278","01AUG2002","31DEC9999","Consession Assistant III","$27,685.00","M","17DEC1982","01AUG2002","."
"120279","01MAY1992","31DEC9999","Consession Consultant I","$32,925.00","F","20OCT1965","01MAY1992","."
"120280","01MAY1984","30JUN1998","Consession Consultant III","$36,930.00","F","11NOV1960","01MAY1984","30JUN1998"
"120281","01JAN1977","31DEC9999","Office Assistant II","$26,605.00","F","18FEB1950","01JAN1977","."
"120282","01APR2002","31DEC9999","Secretary III","$29,915.00","M","06SEP1982","01APR2002","."
"120283","01NOV2000","31DEC9999","Clerk I","$25,780.00","M","26SEP1982","01NOV2000","."
"120284","01NOV1982","31DEC9999","Warehouse Manager","$42,095.00","M","19AUG1960","01NOV1982","."
"120285","01OCT1990","31DEC9999","Warehouse Assistant I","$27,425.00","M","18DEC1960","01OCT1990","."
"120286","01SEP1993","31DEC9999","Security Manager","$32,970.00","M","15MAY1975","01SEP1993","."
"120287","01JAN1970","31DEC9999","Security Guard II","$27,230.00","M","02JAN1945","01JAN1970","."
"120288","01FEB1972","31DEC9999","Service Assistant I","$27,165.00","M","28JAN1950","01FEB1972","."
"120289","01MAR1986","31DEC9999","Service Assistant II","$29,620.00","F","09DEC1965","01MAR1986","."
"120290","01JAN1985","31DEC9999","Cabinet Maker II","$29,020.00","F","04MAR1965","01JAN1985","."
"120291","01OCT2002","31DEC9999","Electrician III","$28,345.00","F","12JUN1982","01OCT2002","."
"120292","01APR1995","30NOV2001","Sales Rep. III","$30,450.00","M","20MAY1970","01APR1995","30NOV2001"
"120293","01JAN2003","31DEC9999","Sales Rep. I","$26,975.00","M","18MAY1984","01JAN2003","."
"120294","01JUL1976","31DEC9999","Sales Rep. I","$26,655.00","F","09SEP1950","01JUL1976","."
"120295","01APR1989","31DEC9999","Sales Rep. II","$27,170.00","F","01OCT1965","01APR1989","."
"120296","01OCT2002","31DEC9999","Sales Rep. III","$30,610.00","M","26APR1984","01OCT2002","."
"120297","01SEP1983","31DEC9999","Sales Rep. I","$26,635.00","M","10JUN1960","01SEP1983","."
"120298","01DEC2002","31DEC9999","Sales Rep. II","$26,415.00","M","11MAR1980","01DEC2002","."
"120299","01JAN1970","31MAY2002","Sales Rep. II","$26,435.00","M","24OCT1940","01JAN1970","31MAY2002"
"120300","01JAN1970","31DEC9999","Sales Rep. III","$29,805.00","F","06NOV1940","01JAN1970","."
"120301","01MAR1979","31DEC9999","Sales Rep. I","$29,710.00","F","15SEP1950","01MAR1979","."
"120302","01DEC1979","31DEC9999","Sales Rep. I","$26,180.00","F","03MAY1960","01DEC1979","."
"120303","01FEB1970","31MAY2002","Sales Rep. II","$28,555.00","M","12JUN1945","01FEB1970","31MAY2002"
"120304","01AUG2002","31DEC9999","Sales Rep. III","$28,825.00","F","20MAY1984","01AUG2002","."
"120305","01FEB1975","31DEC9999","Sales Rep. I","$27,260.00","M","01AUG1945","01FEB1975","."
"120306","01MAR2002","31DEC9999","Sales Rep. II","$26,585.00","F","05JUN1982","01MAR2002","."
"120307","01AUG1982","31DEC9999","Sales Rep. IV","$30,170.00","F","13NOV1960","01AUG1982","."
"120308","01SEP1978","31DEC1999","Sales Rep. II","$27,555.00","F","15APR1950","01SEP1978","31DEC1999"
"120309","01JAN1970","31DEC9999","Sales Rep. II","$27,325.00","M","09SEP1945","01JAN1970","."
"120310","01JAN1970","31MAR2002","Sales Rep. I","$25,495.00","F","18NOV1940","01JAN1970","31MAR2002"
"120311","01AUG2002","01FEB2003","Sales Rep. III","$28,585.00","M","23JUN1982","01AUG2002","01FEB2003"
"120312","01APR2002","31DEC9999","Sales Rep. II","$27,645.00","M","16SEP1984","01APR2002","."
"120313","01JAN1970","31DEC2000","Sales Rep. II","$26,230.00","M","26APR1940","01JAN1970","31DEC2000"
"120314","01MAR1975","31OCT2001","Sales Rep. II","$27,840.00","F","27SEP1955","01MAR1975","31OCT2001"
"120315","01FEB1972","31DEC9999","Sales Rep. II","$27,785.00","F","02APR1950","01FEB1972","."
"120316","01AUG1979","31DEC9999","Sales Rep. IV","$31,495.00","F","16APR1955","01AUG1979","."
"120317","01MAY2000","31DEC9999","Sales Rep. II","$28,160.00","M","05JAN1975","01MAY2000","."
"120318","01MAR1987","31DEC9999","Sales Rep. I","$27,250.00","M","11MAY1960","01MAR1987","."
"120319","01JAN1997","31DEC9999","Sales Rep. III","$29,340.00","M","01MAY1975","01JAN1997","."
"120320","01MAR1998","30APR2000","Sales Rep. II","$27,740.00","F","06JAN1980","01MAR1998","30APR2000"
"120321","01MAY2002","01NOV2002","Sales Rep. I","$25,250.00","M","14OCT1984","01MAY2002","01NOV2002"
"120322","01NOV1996","31DEC9999","Sales Rep. I","$25,560.00","M","24MAY1970","01NOV1996","."
"120323","01JUL2000","31DEC9999","Sales Rep. II","$27,980.00","F","23JUL1980","01JUL2000","."
"120324","01NOV2002","31DEC9999","Sales Rep. II","$28,580.00","F","15FEB1982","01NOV2002","."
"120325","01DEC2002","31MAY2003","Temp. Sales Rep.","$26,370.00","F","27MAR1984","01DEC2002","31MAY2003"
"120326","01DEC2002","31DEC2002","Temp. Sales Rep.","$25,640.00","F","05APR1955","01DEC2002","31DEC2002"
"120327","01DEC2002","31MAR2003","Temp. Sales Rep.","$25,165.00","M","01OCT1945","01DEC2002","31MAR2003"
"120328","01APR1973","31DEC9999","Sales Rep. I","$25,530.00","F","08MAY1950","01APR1973","."
"120329","01JUL1975","30JUN2001","Sales Rep. I","$25,965.00","M","14APR1950","01JUL1975","30JUN2001"
"120330","01JUL1998","31DEC9999","Sales Manager","$87,750.00","M","24OCT1972","01JUL1998","."
"120331","01DEC1991","31DEC9999","Director","$151,285.00","M","04APR1965","01DEC1991","."
"120332","01DEC1990","31DEC9999","Office Assistant I","$25,070.00","M","05OCT1965","01DEC1990","."
"120333","01SEP1992","31DEC9999","Office Assistant II","$26,330.00","M","06JUL1970","01SEP1992","."
"120334","01JAN1996","31DEC9999","Secretary III","$28,015.00","F","24JUL1975","01JAN1996","."
"120335","01APR1972","31DEC9999","Clerk II","$26,045.00","M","11MAR1945","01APR1972","."
"120336","01MAY1997","31DEC9999","Warehouse Manager","$43,950.00","F","11FEB1972","01MAY1997","."
"120337","01MAY1972","31MAR1999","Warehouse Assistant I","$26,540.00","M","28MAY1945","01MAY1972","31MAR1999"
"120338","01OCT2002","31DEC9999","Warehouse Assistant II","$28,415.00","M","01NOV1980","01OCT2002","."
"120339","01JAN1970","31DEC9999","Security Manager","$31,690.00","M","07DEC1940","01JAN1970","."
"120340","01DEC2002","31DEC9999","Security Guard I","$27,330.00","F","28FEB1975","01DEC2002","."
"120341","01MAR2002","31DEC9999","Security Guard II","$26,220.00","M","23JAN1982","01MAR2002","."
"120342","01AUG1981","31JAN1999","Service Assistant I","$23,585.00","F","10AUG1955","01AUG1981","31JAN1999"
"120343","01JAN1970","31DEC9999","Service Assistant I","$27,300.00","F","13JUN1940","01JAN1970","."
"120344","01OCT1990","31DEC9999","Service Assistant III","$31,595.00","F","10JUL1965","01OCT1990","."
"120345","01JUN2002","31DEC9999","Cabinet Maker IV","$32,560.00","F","24MAY1980","01JUN2002","."
"120346","01MAR1976","31DEC9999","Cabinet Maker I","$26,960.00","M","28JAN1950","01MAR1976","."
"120347","01JUL2001","31DEC9999","Electrician III","$28,940.00","F","10SEP1975","01JUL2001","."
"120348","01JAN1970","31JAN1999","Sales Rep. III","$28,205.00","M","15JUL1940","01JAN1970","31JAN1999"
"120349","01JAN1970","31DEC9999","Sales Rep. III","$30,510.00","M","24OCT1940","01JAN1970","."
"120350","01JAN1970","31DEC9999","Sales Rep. IV","$32,770.00","M","11JUN1940","01JAN1970","."
"120351","01DEC1993","31DEC9999","Sales Rep. II","$27,030.00","F","06FEB1970","01DEC1993","."
"120352","01FEB2003","31DEC9999","Sales Rep. I","$25,490.00","F","19APR1980","01FEB2003","."
"120353","01JAN1970","31DEC9999","Sales Rep. I","$26,240.00","F","12JAN1940","01JAN1970","."
"120354","01NOV2002","31DEC9999","Sales Rep. II","$26,340.00","F","19MAR1984","01NOV2002","."
"120355","01FEB2002","31DEC9999","Sales Rep. I","$26,610.00","F","28JUL1980","01FEB2002","."
"120356","01JAN1970","30NOV1999","Sales Rep. IV","$32,680.00","F","26FEB1940","01JAN1970","30NOV1999"
"120357","01JUL1984","31DEC9999","Sales Rep. II","$28,045.00","M","17AUG1965","01JUL1984","."
"120358","01JAN2003","31DEC9999","Sales Rep. I","$25,100.00","M","14JAN1982","01JAN2003","."
"120359","01NOV1988","31DEC9999","Sales Rep. II","$27,555.00","F","25OCT1965","01NOV1988","."
"120360","01JAN1970","31DEC2000","Sales Rep. I","$26,325.00","M","25AUG1945","01JAN1970","31DEC2000"
"120361","01JAN1970","31DEC9999","Sales Rep. II","$26,790.00","F","03FEB1940","01JAN1970","."
