"Product_ID","Start_Date","End_Date","Unit_Sales_Price","Discount"
"210200300025","01DEC2001","31DEC2001","$22.99","50%"
"210200300025","01DEC2002","31DEC2002","$22.99","50%"
"210200300032","01DEC1999","31DEC1999","$23.99","50%"
"210200300032","01DEC2000","31DEC2000","$23.99","50%"
"210200300032","01DEC2001","31DEC2001","$23.99","50%"
"210200300032","01DEC2002","31DEC2002","$23.99","50%"
"210200300046","01JUL1999","31JUL1999","$35.99","60%"
"210200300046","01JUL2000","31JUL2000","$35.99","60%"
"210200300046","01JUL2001","31JUL2001","$35.99","60%"
"210200300046","01JUL2002","31JUL2002","$36.99","60%"
"210200300050","01JUN1999","30JUN1999","$14.99","70%"
"210200300050","01JUN2000","30JUN2000","$15.99","70%"
"210200300050","01JUN2001","30JUN2001","$15.99","70%"
"210200300050","01JUN2002","30JUN2002","$15.99","70%"
"210200300057","01AUG1999","31AUG1999","$22.99","70%"
"210200300057","01AUG2000","31AUG2000","$22.99","70%"
"210200300057","01AUG2001","31AUG2001","$23.99","70%"
"210200300057","01AUG2002","31AUG2002","$23.99","70%"
"210200300061","01DEC1999","31DEC1999","$14.99","50%"
"210200300061","01DEC2000","31DEC2000","$14.99","50%"
"210200300061","01DEC2001","31DEC2001","$14.99","50%"
"210200300061","01DEC2002","31DEC2002","$14.99","50%"
"210200300094","01AUG1999","31AUG1999","$12.99","70%"
"210200300094","01AUG2000","31AUG2000","$13.99","70%"
"210200300094","01AUG2001","31AUG2001","$13.99","70%"
"210200300094","01AUG2002","31AUG2002","$13.99","70%"
"210200400002","01DEC1999","31DEC1999","$25.99","50%"
"210200400002","01DEC2000","31DEC2000","$25.99","50%"
"210200400002","01DEC2001","31DEC2001","$25.99","50%"
"210200400002","01DEC2002","31DEC2002","$25.99","50%"
"210200400007","01JUN1999","30JUN1999","$25.99","70%"
"210200400007","01JUN2000","30JUN2000","$25.99","70%"
"210200400007","01JUN2001","30JUN2001","$25.99","70%"
"210200400007","01JUN2002","30JUN2002","$26.99","70%"
"210200400039","01DEC1999","31DEC1999","$22.99","50%"
"210200400039","01DEC2000","31DEC2000","$22.99","50%"
"210200400039","01DEC2001","31DEC2001","$22.99","50%"
"210200400039","01DEC2002","31DEC2002","$22.99","50%"
"210200400051","01AUG1999","31AUG1999","$28.99","70%"
"210200400051","01AUG2000","31AUG2000","$28.99","70%"
"210200400051","01AUG2001","31AUG2001","$28.99","70%"
"210200400051","01AUG2002","31AUG2002","$29.99","70%"
"210200400052","01JUL1999","31JUL1999","$25.99","60%"
"210200400052","01JUL2000","31JUL2000","$25.99","60%"
"210200400052","01JUL2001","31JUL2001","$25.99","60%"
"210200400052","01JUL2002","31JUL2002","$25.99","60%"
"210200400092","01DEC1999","31DEC1999","$31.99","50%"
"210200400092","01DEC2000","31DEC2000","$31.99","50%"
"210200400092","01DEC2001","31DEC2001","$31.99","50%"
"210200400092","01DEC2002","31DEC2002","$31.99","50%"
"210200400096","01JUN1999","30JUN1999","$33.99","70%"
"210200400096","01JUN2000","30JUN2000","$33.99","70%"
"210200400096","01JUN2001","30JUN2001","$33.99","70%"
"210200400096","01JUN2002","30JUN2002","$34.99","70%"
"210200600006","01DEC1999","31DEC1999","$9.99","50%"
"210200600006","01DEC2000","31DEC2000","$9.99","50%"
"210200600006","01DEC2001","31DEC2001","$9.99","50%"
"210200600006","01DEC2002","31DEC2002","$10.99","50%"
"210200600013","01JUL1999","31JUL1999","$50.99","60%"
"210200600013","01JUL2000","31JUL2000","$52.99","60%"
"210200600013","01JUL2001","31JUL2001","$55.99","60%"
"210200600013","01JUL2002","31JUL2002","$58.99","60%"
"210200600017","01JUN1999","30JUN1999","$22.99","70%"
"210200600017","01JUN2000","30JUN2000","$23.99","70%"
"210200600017","01JUN2001","30JUN2001","$24.99","70%"
"210200600017","01JUN2002","30JUN2002","$25.99","70%"
"210200600019","01JUN1999","30JUN1999","$9.99","70%"
"210200600019","01JUN2000","30JUN2000","$9.99","70%"
"210200600019","01JUN2001","30JUN2001","$9.99","70%"
"210200600019","01JUN2002","30JUN2002","$9.99","70%"
"210200600024","01DEC1999","31DEC1999","$26.99","50%"
"210200600024","01DEC2000","31DEC2000","$26.99","50%"
"210200600024","01DEC2001","31DEC2001","$26.99","50%"
"210200600024","01DEC2002","31DEC2002","$26.99","50%"
"210200600025","01AUG1999","31AUG1999","$26.99","70%"
"210200600025","01AUG2000","31AUG2000","$26.99","70%"
"210200600025","01AUG2001","31AUG2001","$26.99","70%"
"210200600025","01AUG2002","31AUG2002","$26.99","70%"
"210200600026","01DEC1999","31DEC1999","$17.99","50%"
"210200600026","01DEC2000","31DEC2000","$17.99","50%"
"210200600026","01DEC2001","31DEC2001","$18.99","50%"
"210200600026","01DEC2002","31DEC2002","$18.99","50%"
"210200600037","01JUN1999","30JUN1999","$15.99","70%"
"210200600037","01JUN2000","30JUN2000","$16.99","70%"
"210200600037","01JUN2001","30JUN2001","$16.99","70%"
"210200600037","01JUN2002","30JUN2002","$16.99","70%"
"210200600060","01AUG1999","31AUG1999","$33.99","70%"
"210200600060","01AUG2000","31AUG2000","$34.99","70%"
"210200600060","01AUG2001","31AUG2001","$35.99","70%"
"210200600060","01AUG2002","31AUG2002","$36.99","70%"
"210200600080","01AUG1999","31AUG1999","$14.99","70%"
"210200600080","01AUG2000","31AUG2000","$14.99","70%"
"210200600080","01AUG2001","31AUG2001","$14.99","70%"
"210200600080","01AUG2002","31AUG2002","$14.99","70%"
"210200600086","01DEC1999","31DEC1999","$18.99","50%"
"210200600086","01DEC2000","31DEC2000","$18.99","50%"
"210200600086","01DEC2001","31DEC2001","$19.99","50%"
"210200600086","01DEC2002","31DEC2002","$19.99","50%"
"210200600089","01JUN1999","30JUN1999","$10.99","70%"
"210200600089","01JUN2000","30JUN2000","$11.99","70%"
"210200600089","01JUN2001","30JUN2001","$11.99","70%"
"210200600089","01JUN2002","30JUN2002","$11.99","70%"
"210200600095","01AUG1999","31AUG1999","$22.99","70%"
"210200600095","01AUG2000","31AUG2000","$23.99","70%"
"210200600095","01AUG2001","31AUG2001","$24.99","70%"
"210200600095","01AUG2002","31AUG2002","$25.99","70%"
"210200600097","01JUL1999","31JUL1999","$39.99","60%"
"210200600097","01JUL2000","31JUL2000","$40.99","60%"
"210200600097","01JUL2001","31JUL2001","$41.99","60%"
"210200600097","01JUL2002","31JUL2002","$42.99","60%"
"210200600098","01JUL1999","31JUL1999","$16.99","60%"
"210200600098","01JUL2000","31JUL2000","$16.99","60%"
"210200600098","01JUL2001","31JUL2001","$17.99","60%"
"210200600098","01JUL2002","31JUL2002","$17.99","60%"
"210200600101","01DEC1999","31DEC1999","$10.99","50%"
"210200600101","01DEC2000","31DEC2000","$10.99","50%"
"210200600101","01DEC2001","31DEC2001","$10.99","50%"
"210200600101","01DEC2002","31DEC2002","$11.99","50%"
"210200600103","01JUL1999","31JUL1999","$15.99","60%"
"210200600103","01JUL2000","31JUL2000","$15.99","60%"
"210200600103","01JUL2001","31JUL2001","$15.99","60%"
"210200600103","01JUL2002","31JUL2002","$16.99","60%"
"210200600104","01JUL1999","31JUL1999","$8.99","60%"
"210200600104","01JUL2000","31JUL2000","$8.99","60%"
"210200600104","01JUL2001","31JUL2001","$8.99","60%"
"210200600104","01JUL2002","31JUL2002","$8.99","60%"
"210200600123","01AUG1999","31AUG1999","$4.99","70%"
"210200600123","01AUG2000","31AUG2000","$4.99","70%"
"210200600123","01AUG2001","31AUG2001","$5.99","70%"
"210200600123","01AUG2002","31AUG2002","$5.99","70%"
"210200600125","01AUG1999","31AUG1999","$31.99","70%"
"210200600125","01AUG2000","31AUG2000","$32.99","70%"
"210200600125","01AUG2001","31AUG2001","$32.99","70%"
"210200600125","01AUG2002","31AUG2002","$32.99","70%"
"210200900008","01AUG1999","31AUG1999","$22.99","70%"
"210200900008","01AUG2000","31AUG2000","$22.99","70%"
"210200900008","01AUG2001","31AUG2001","$23.99","70%"
"210200900008","01AUG2002","31AUG2002","$23.99","70%"
"210200900009","01DEC1999","31DEC1999","$17.99","50%"
"210200900009","01DEC2000","31DEC2000","$17.99","50%"
"210200900009","01DEC2001","31DEC2001","$17.99","50%"
"210200900009","01DEC2002","31DEC2002","$17.99","50%"
"210200900024","01JUN1999","31AUG1999","$12.99","70%"
"210200900024","01JUN2000","31AUG2000","$13.99","70%"
"210200900024","01JUN2001","31AUG2001","$13.99","70%"
"210200900024","01JUN2002","31AUG2002","$13.99","70%"
"210200900031","01JUN1999","30JUN1999","$33.99","70%"
"210200900031","01JUN2000","30JUN2000","$33.99","70%"
"210200900031","01JUN2001","30JUN2001","$34.99","70%"
"210200900031","01JUN2002","30JUN2002","$34.99","70%"
"210200900038","01DEC1999","31DEC1999","$10.99","50%"
"210200900038","01DEC2000","31DEC2000","$10.99","50%"
"210200900038","01DEC2001","31DEC2001","$10.99","50%"
"210200900038","01DEC2002","31DEC2002","$10.99","50%"
"210200900041","01AUG1999","31AUG1999","$26.99","70%"
"210200900041","01AUG2000","31AUG2000","$26.99","70%"
"210200900041","01AUG2001","31AUG2001","$27.99","70%"
"210200900041","01AUG2002","31AUG2002","$27.99","70%"
"210200900051","01JUN1999","30JUN1999","$29.99","70%"
"210200900051","01JUN2000","30JUN2000","$30.99","70%"
"210200900051","01JUN2001","30JUN2001","$31.99","70%"
"210200900051","01JUN2002","30JUN2002","$31.99","70%"
"210201000013","01AUG1999","31AUG1999","$36.99","70%"
"210201000013","01AUG2000","31AUG2000","$37.99","70%"
"210201000013","01AUG2001","31AUG2001","$38.99","70%"
"210201000013","01AUG2002","31AUG2002","$38.99","70%"
"210201000016","01JUN1999","30JUN1999","$31.99","70%"
"210201000016","01JUN2000","30JUN2000","$31.99","70%"
"210201000016","01JUN2001","30JUN2001","$32.99","70%"
"210201000016","01JUN2002","30JUN2002","$32.99","70%"
"210201000018","01DEC1999","31DEC1999","$8.99","50%"
"210201000018","01DEC2000","31DEC2000","$8.99","50%"
"210201000018","01DEC2001","31DEC2001","$8.99","50%"
"210201000018","01DEC2002","31DEC2002","$8.99","50%"
"210201000020","01AUG1999","31AUG1999","$23.99","70%"
"210201000020","01AUG2000","31AUG2000","$24.99","70%"
"210201000020","01AUG2001","31AUG2001","$24.99","70%"
"210201000020","01AUG2002","31AUG2002","$24.99","70%"
"210201000035","01JUL1999","31JUL1999","$37.99","60%"
"210201000035","01JUL2000","31JUL2000","$37.99","60%"
"210201000035","01JUL2001","31JUL2001","$38.99","60%"
"210201000035","01JUL2002","31JUL2002","$39.99","60%"
"210201000053","01JUL1999","31JUL1999","$27.99","60%"
"210201000053","01JUL2000","31JUL2000","$27.99","60%"
"210201000053","01JUL2001","31JUL2001","$27.99","60%"
"210201000053","01JUL2002","31JUL2002","$28.99","60%"
"210201000056","01JUN1999","30JUN1999","$27.99","70%"
"210201000056","01JUN2000","30JUN2000","$27.99","70%"
"210201000056","01JUN2001","30JUN2001","$27.99","70%"
"210201000056","01JUN2002","30JUN2002","$27.99","70%"
"210201000078","01AUG1999","31AUG1999","$35.99","70%"
"210201000078","01AUG2000","31AUG2000","$36.99","70%"
"210201000078","01AUG2001","31AUG2001","$36.99","70%"
"210201000078","01AUG2002","31AUG2002","$36.99","70%"
"210201000079","01JUL1999","31JUL1999","$32.99","60%"
"210201000079","01JUL2000","31JUL2000","$33.99","60%"
"210201000079","01JUL2001","31JUL2001","$33.99","60%"
"210201000079","01JUL2002","31JUL2002","$34.99","60%"
"210201000080","01JUN1999","30JUN1999","$76.99","70%"
"210201000080","01JUN2000","30JUN2000","$76.99","70%"
"210201000080","01JUN2001","30JUN2001","$77.99","70%"
"210201000080","01JUN2002","30JUN2002","$78.99","70%"
"210201000082","01DEC1999","31DEC1999","$18.99","50%"
"210201000082","01DEC2000","31DEC2000","$18.99","50%"
"210201000082","01DEC2001","31DEC2001","$18.99","50%"
"210201000082","01DEC2002","31DEC2002","$18.99","50%"
"210201000095","01JUN1999","31AUG1999","$46.99","70%"
"210201000095","01JUN2000","31AUG2000","$46.99","70%"
"210201000095","01JUN2001","31AUG2001","$46.99","70%"
"210201000095","01JUN2002","31AUG2002","$47.99","70%"
"210201000107","01JUN1999","31JUL1999","$3.99","60%"
"210201000107","01JUN2000","31JUL2000","$3.99","60%"
"210201000107","01JUN2001","31JUL2001","$3.99","60%"
"210201000107","01JUN2002","31JUL2002","$3.99","60%"
"210201000115","01DEC1999","31DEC1999","$5.99","50%"
"210201000115","01DEC2000","31DEC2000","$5.99","50%"
"210201000115","01DEC2001","31DEC2001","$5.99","50%"
"210201000115","01DEC2002","31DEC2002","$5.99","50%"
"210201000117","01AUG1999","31AUG1999","$32.99","70%"
"210201000117","01AUG2000","31AUG2000","$33.99","70%"
"210201000117","01AUG2001","31AUG2001","$33.99","70%"
"210201000117","01AUG2002","31AUG2002","$34.99","70%"
"210201000120","01JUL1999","31JUL1999","$12.99","60%"
"210201000120","01JUL2000","31JUL2000","$12.99","60%"
"210201000120","01JUL2001","31JUL2001","$12.99","60%"
"210201000120","01JUL2002","31JUL2002","$13.99","60%"
"210201000123","01JUL1999","31AUG1999","$8.99","70%"
"210201000123","01DEC1999","31DEC1999","$6.99","50%"
"210201000123","01JUL2000","31AUG2000","$8.99","70%"
"210201000123","01DEC2000","31DEC2000","$6.99","50%"
"210201000123","01JUL2001","31AUG2001","$8.99","70%"
"210201000123","01DEC2001","31DEC2001","$6.99","50%"
"210201000123","01JUL2002","31AUG2002","$8.99","70%"
"210201000123","01DEC2002","31DEC2002","$6.99","50%"
"210201000125","01AUG1999","31AUG1999","$35.99","70%"
"210201000125","01DEC1999","31DEC1999","$27.99","50%"
"210201000125","01AUG2000","31AUG2000","$36.99","70%"
"210201000125","01DEC2000","31DEC2000","$27.99","50%"
"210201000125","01AUG2001","31AUG2001","$37.99","70%"
"210201000125","01DEC2001","31DEC2001","$27.99","50%"
"210201000125","01AUG2002","31AUG2002","$38.99","70%"
"210201000125","01DEC2002","31DEC2002","$27.99","50%"
"210201000128","01JUN1999","30JUN1999","$24.99","70%"
"210201000128","01JUN2000","30JUN2000","$24.99","70%"
"210201000128","01JUN2001","30JUN2001","$25.99","70%"
"210201000128","01JUN2002","30JUN2002","$25.99","70%"
"210201000132","01AUG1999","31AUG1999","$16.99","70%"
"210201000132","01AUG2000","31AUG2000","$16.99","70%"
"210201000132","01AUG2001","31AUG2001","$16.99","70%"
"210201000132","01AUG2002","31AUG2002","$16.99","70%"
"210201000134","01JUN1999","30JUN1999","$29.99","70%"
"210201000134","01JUN2000","30JUN2000","$30.99","70%"
"210201000134","01JUN2001","30JUN2001","$30.99","70%"
"210201000134","01JUN2002","30JUN2002","$30.99","70%"
"210201000138","01JUN1999","30JUN1999","$47.99","70%"
"210201000138","01JUN2000","30JUN2000","$48.99","70%"
"210201000138","01JUN2001","30JUN2001","$48.99","70%"
"210201000138","01JUN2002","30JUN2002","$48.99","70%"
"210201000139","01JUL1999","31JUL1999","$21.99","60%"
"210201000139","01DEC1999","31DEC1999","$19.99","50%"
"210201000139","01JUL2000","31JUL2000","$22.99","60%"
"210201000139","01DEC2000","31DEC2000","$19.99","50%"
"210201000139","01JUL2001","31JUL2001","$22.99","60%"
"210201000139","01DEC2001","31DEC2001","$19.99","50%"
"210201000139","01JUL2002","31JUL2002","$22.99","60%"
"210201000139","01DEC2002","31DEC2002","$19.99","50%"
"210201000149","01JUN1999","30JUN1999","$44.99","70%"
"210201000149","01JUN2000","30JUN2000","$44.99","70%"
"210201000149","01JUN2001","30JUN2001","$45.99","70%"
"210201000149","01JUN2002","30JUN2002","$45.99","70%"
"210201000156","01JUN1999","30JUN1999","$23.99","70%"
"210201000156","01JUN2000","30JUN2000","$24.99","70%"
"210201000156","01JUN2001","30JUN2001","$24.99","70%"
"210201000156","01JUN2002","30JUN2002","$24.99","70%"
"210201000161","01JUN1999","30JUN1999","$3.99","70%"
"210201000161","01JUN2000","30JUN2000","$3.99","70%"
"210201000161","01JUN2001","30JUN2001","$3.99","70%"
"210201000161","01JUN2002","30JUN2002","$3.99","70%"
"210201000169","01DEC1999","31DEC1999","$14.99","50%"
"210201000169","01DEC2000","31DEC2000","$14.99","50%"
"210201000169","01DEC2001","31DEC2001","$14.99","50%"
"210201000169","01DEC2002","31DEC2002","$14.99","50%"
"210201000171","01JUL1999","31JUL1999","$24.99","60%"
"210201000171","01JUL2000","31JUL2000","$25.99","60%"
"210201000171","01JUL2001","31JUL2001","$25.99","60%"
"210201000171","01JUL2002","31JUL2002","$25.99","60%"
"210201000184","01JUL1999","31JUL1999","$24.99","60%"
"210201000184","01JUL2000","31JUL2000","$25.99","60%"
"210201000184","01JUL2001","31JUL2001","$26.99","60%"
"210201000184","01JUL2002","31JUL2002","$28.99","60%"
"210201000185","01AUG1999","31AUG1999","$16.99","70%"
"210201000185","01AUG2000","31AUG2000","$16.99","70%"
"210201000185","01AUG2001","31AUG2001","$16.99","70%"
"210201000185","01AUG2002","31AUG2002","$17.99","70%"
"210201000188","01DEC1999","31DEC1999","$18.99","50%"
"210201000188","01DEC2000","31DEC2000","$18.99","50%"
"210201000188","01DEC2001","31DEC2001","$18.99","50%"
"210201000188","01DEC2002","31DEC2002","$18.99","50%"
"210201000191","01JUL1999","31JUL1999","$20.99","60%"
"210201000191","01JUL2000","31JUL2000","$21.99","60%"
"210201000191","01JUL2001","31JUL2001","$21.99","60%"
"210201000191","01JUL2002","31JUL2002","$21.99","60%"
"210201000204","01AUG1999","31AUG1999","$27.99","70%"
"210201000204","01AUG2000","31AUG2000","$27.99","70%"
"210201000204","01AUG2001","31AUG2001","$27.99","70%"
"210201000204","01AUG2002","31AUG2002","$27.99","70%"
"210201000208","01DEC1999","31DEC1999","$28.99","50%"
"210201000208","01DEC2000","31DEC2000","$28.99","50%"
"210201000208","01DEC2001","31DEC2001","$28.99","50%"
"210201000208","01DEC2002","31DEC2002","$28.99","50%"
"210201100006","01JUL1999","31JUL1999","$42.99","60%"
"210201100006","01JUL2000","31JUL2000","$43.99","60%"
"210201100006","01JUL2001","31JUL2001","$44.99","60%"
"210201100006","01JUL2002","31JUL2002","$46.99","60%"
"220100100004","01JUN1999","31JUL1999","$17.99","60%"
"220100100004","01JUN2000","31JUL2000","$18.99","60%"
"220100100004","01JUN2001","31JUL2001","$18.99","60%"
"220100100004","01JUN2002","31JUL2002","$19.99","60%"
"220100100018","01JUN1999","30JUN1999","$9.99","70%"
"220100100018","01JUN2000","30JUN2000","$9.99","70%"
"220100100018","01JUN2001","30JUN2001","$10.99","70%"
"220100100018","01JUN2002","30JUN2002","$10.99","70%"
"220100100046","01JUL1999","31JUL1999","$10.99","60%"
"220100100046","01JUL2000","31JUL2000","$10.99","60%"
"220100100046","01JUL2001","31JUL2001","$10.99","60%"
"220100100046","01JUL2002","31JUL2002","$10.99","60%"
"220100100052","01JUL1999","31JUL1999","$16.99","60%"
"220100100052","01DEC1999","31DEC1999","$16.99","50%"
"220100100052","01JUL2000","31JUL2000","$16.99","60%"
"220100100052","01DEC2000","31DEC2000","$16.99","50%"
"220100100052","01JUL2001","31JUL2001","$16.99","60%"
"220100100052","01DEC2001","31DEC2001","$16.99","50%"
"220100100052","01JUL2002","31JUL2002","$16.99","60%"
"220100100052","01DEC2002","31DEC2002","$16.99","50%"
"220100100076","01AUG1999","31AUG1999","$24.99","70%"
"220100100076","01AUG2000","31AUG2000","$24.99","70%"
"220100100076","01AUG2001","31AUG2001","$25.99","70%"
"220100100076","01AUG2002","31AUG2002","$25.99","70%"
"220100100087","01JUL1999","31JUL1999","$137.99","60%"
"220100100087","01JUL2000","31JUL2000","$139.99","60%"
"220100100087","01JUL2001","31JUL2001","$140.99","60%"
"220100100087","01JUL2002","31JUL2002","$141.99","60%"
"220100100106","01JUN1999","30JUN1999","$65.99","70%"
"220100100106","01JUN2000","30JUN2000","$65.99","70%"
"220100100106","01JUN2001","30JUN2001","$66.99","70%"
"220100100106","01JUN2002","30JUN2002","$67.99","70%"
"220100100121","01AUG1999","31AUG1999","$57.99","70%"
"220100100121","01AUG2000","31AUG2000","$57.99","70%"
"220100100121","01AUG2001","31AUG2001","$58.99","70%"
"220100100121","01AUG2002","31AUG2002","$59.99","70%"
"220100100141","01JUN1999","30JUN1999","$55.99","70%"
"220100100141","01JUN2000","30JUN2000","$56.99","70%"
"220100100141","01JUN2001","30JUN2001","$56.99","70%"
"220100100141","01JUN2002","30JUN2002","$57.99","70%"
"220100100165","01DEC1999","31DEC1999","$37.99","50%"
"220100100165","01DEC2000","31DEC2000","$37.99","50%"
"220100100165","01DEC2001","31DEC2001","$37.99","50%"
"220100100165","01DEC2002","31DEC2002","$37.99","50%"
"220100100167","01DEC1999","31DEC1999","$10.99","50%"
"220100100167","01DEC2000","31DEC2000","$10.99","50%"
"220100100167","01DEC2001","31DEC2001","$10.99","50%"
"220100100167","01DEC2002","31DEC2002","$10.99","50%"
"220100100173","01JUL1999","31JUL1999","$30.99","60%"
"220100100173","01JUL2000","31JUL2000","$31.99","60%"
"220100100173","01JUL2001","31JUL2001","$31.99","60%"
"220100100173","01JUL2002","31JUL2002","$31.99","60%"
"220100100179","01JUN1999","30JUN1999","$41.99","70%"
"220100100179","01JUN2000","30JUN2000","$41.99","70%"
"220100100179","01JUN2001","30JUN2001","$41.99","70%"
"220100100179","01JUN2002","30JUN2002","$42.99","70%"
"220100100196","01DEC1999","31DEC1999","$43.99","50%"
"220100100196","01DEC2000","31DEC2000","$43.99","50%"
"220100100196","01DEC2001","31DEC2001","$43.99","50%"
"220100100196","01DEC2002","31DEC2002","$43.99","50%"
"220100100210","01AUG1999","31AUG1999","$27.99","70%"
"220100100210","01AUG2000","31AUG2000","$27.99","70%"
"220100100210","01AUG2001","31AUG2001","$27.99","70%"
"220100100210","01AUG2002","31AUG2002","$28.99","70%"
"220100100212","01JUN1999","30JUN1999","$46.99","70%"
"220100100212","01JUN2000","30JUN2000","$46.99","70%"
"220100100212","01JUN2001","30JUN2001","$47.99","70%"
"220100100212","01JUN2002","30JUN2002","$47.99","70%"
"220100100218","01DEC1999","31DEC1999","$22.99","50%"
"220100100218","01DEC2000","31DEC2000","$22.99","50%"
"220100100218","01DEC2001","31DEC2001","$22.99","50%"
"220100100218","01DEC2002","31DEC2002","$22.99","50%"
"220100100226","01JUN1999","30JUN1999","$18.99","70%"
"220100100226","01JUN2000","30JUN2000","$18.99","70%"
"220100100226","01JUN2001","30JUN2001","$18.99","70%"
"220100100226","01JUN2002","30JUN2002","$18.99","70%"
