"County_ID","County_Type","County_Name","Province_Type","Province_Name","Region_Name","Region_Type","State_ID","Country"
"35000051",".","","350001","Marne","Champagne-Ardenne","350002","3500000",""
"35000052",".","","350001","Haute-Marne","Champagne-Ardenne","350002","3500000",""
"35000053",".","","350001","Mayenne","Pays-de-la-Loire","350002","3500000",""
"35000054",".","","350001","Meurthe-Et-Moselle","Lorraine","350002","3500000",""
"35000055",".","","350001","Meuse","Lorraine","350002","3500000",""
"35000056",".","","350001","Morbihan","Bretagne","350002","3500000",""
"35000057",".","","350001","Moselle","Lorraine","350002","3500000",""
"35000058",".","","350001","Nievre","Bourgogne","350002","3500000",""
"35000059",".","","350001","Nord","Nord-Pas-de-Calais","350002","3500000",""
"35000060",".","","350001","Oise","Picardie","350002","3500000",""
"35000061",".","","350001","Orne","Basse-Normandie","350002","3500000",""
"35000062",".","","350001","Pas-de-Calais","Nord-Pas-de-Calais","350002","3500000",""
"35000063",".","","350001","Puy-de-Dome","Auvergne","350002","3500000",""
"35000064",".","","350001","Pyrenees-Atlantiques","Aquitaine","350002","3500000",""
"35000065",".","","350001","Hautes-Pyrenees","Midi-Pyrénées","350002","3500000",""
"35000066",".","","350001","Pyrenees-Orientales","Languedoc-Roussillon","350002","3500000",""
"35000067",".","","350001","Bas-Rhin","Alsace","350002","3500000",""
"35000068",".","","350001","Haut-Rhin","Alsace","350002","3500000",""
"35000069",".","","350001","Rhone","Rhône-Alpes","350002","3500000",""
"35000070",".","","350001","Haute-Saone","Franche-Comté","350002","3500000",""
"35000071",".","","350001","Saone-Et-Loire","Bourgogne","350002","3500000",""
"35000072",".","","350001","Sarthe","Pays-de-la-Loire","350002","3500000",""
"35000073",".","","350001","Savoie","Rhône-Alpes","350002","3500000",""
"35000074",".","","350001","Haute-Savoie","Rhône-Alpes","350002","3500000",""
"35000075",".","","350001","Paris","Ile-de-France","350002","3500000",""
"35000076",".","","350001","Seine-Maritime","Haute-Normandie","350002","3500000",""
"35000077",".","","350001","Seine-Et-Marne","Ile-de-France","350002","3500000",""
"35000078",".","","350001","Yvelines","Ile-de-France","350002","3500000",""
"35000079",".","","350001","Deux-Sevres","Poitou-Charentes","350002","3500000",""
"35000080",".","","350001","Somme","Picardie","350002","3500000",""
"35000081",".","","350001","Tarn","Midi-Pyrénées","350002","3500000",""
"35000082",".","","350001","Tarn-Et-Garonne","Midi-Pyrénées","350002","3500000",""
"35000083",".","","350001","Var","Provence-Alpes-Côte-d'Azur","350002","3500000",""
"35000084",".","","350001","Vaucluse","Provence-Alpes-Côte-d'Azur","350002","3500000",""
"35000085",".","","350001","Vendee","Pays-de-la-Loire","350002","3500000",""
"35000086",".","","350001","Vienne","Poitou-Charentes","350002","3500000",""
"35000087",".","","350001","Haute-Vienne","Limousin","350002","3500000",""
"35000088",".","","350001","Vosges","Lorraine","350002","3500000",""
"35000089",".","","350001","Yonne","Bourgogne","350002","3500000",""
"35000090",".","","350001","Territoire-de-Belfort","Franche-Comté","350002","3500000",""
"35000091",".","","350001","Essonne","Ile-de-France","350002","3500000",""
"35000092",".","","350001","Hauts-de-Seine","Ile-de-France","350002","3500000",""
"35000093",".","","350001","Seine-Saint-Denis","Ile-de-France","350002","3500000",""
"35000094",".","","350001","Val-de-Marne","Ile-de-France","350002","3500000",""
"35000095",".","","350001","Val-d'Oise","Ile-de-France","350002","3500000",""
"35000201",".","","350001","Corse-du-Sud","Corse","350002","3500000",""
"35000202",".","","350001","Haute-Corse","Corse","350002","3500000",""
"92500000",".","",".","N/A","",".","9250000","GB"
"92500001",".","","925001","Avon","",".","9250001","GB"
"92500002",".","","925001","Bedfordshire","",".","9250001","GB"
"92500003",".","","925001","Berkshire","",".","9250001","GB"
"92500004",".","","925001","Buckinghamshire","",".","9250001","GB"
"92500005",".","","925001","Cambridgeshire","",".","9250001","GB"
"92500006",".","","925001","Cheshire","",".","9250001","GB"
"92500007",".","","925001","Cleveland","",".","9250001","GB"
"92500008",".","","925001","Channel Isles","",".","9250001","GB"
"92500009",".","","925001","Cornwall","",".","9250001","GB"
"92500010",".","","925001","Cumbria","",".","9250001","GB"
"92500011",".","","925001","Derbyshire","",".","9250001","GB"
"92500012",".","","925001","Devon","",".","9250001","GB"
"92500013",".","","925001","Dorset","",".","9250001","GB"
"92500014",".","","925001","County Durham","",".","9250001","GB"
"92500015",".","","925001","East Sussex","",".","9250001","GB"
"92500016",".","","925001","Essex","",".","9250001","GB"
"92500017",".","","925001","Middlesex","",".","9250001","GB"
"92500018",".","","925001","Gloucester","",".","9250001","GB"
"92500019",".","","925001","Gloucestershire","",".","9250001","GB"
"92500020",".","","925001","Shropshire","",".","9250001","GB"
"92500021",".","","925001","London","",".","9250001","GB"
"92500022",".","","925001","Manchester","",".","9250001","GB"
"92500023",".","","925001","Hampshire","",".","9250001","GB"
"92500024",".","","925001","Herefordshire","",".","9250001","GB"
"92500025",".","","925001","Hertfordshire","",".","9250001","GB"
"92500026",".","","925001","North Humberside","",".","9250001","GB"
"92500027",".","","925001","South Humberside","",".","9250001","GB"
"92500028",".","","925001","Isle of Man","",".","9250001","GB"
"92500029",".","","925001","Isle of Wight","",".","9250001","GB"
"92500030",".","","925001","Isles of Scilly","",".","9250001","GB"
"92500031",".","","925001","Kent","",".","9250001","GB"
"92500032",".","","925001","Lancashire","",".","9250001","GB"
"92500033",".","","925001","Leicestershire","",".","9250001","GB"
"92500034",".","","925001","Lincolnshire","",".","9250001","GB"
"92500035",".","","925001","Merseyside","",".","9250001","GB"
"92500036",".","","925001","Norfolk","",".","9250001","GB"
"92500037",".","","925001","North Yorkshire","",".","9250001","GB"
"92500038",".","","925001","Northamptonshire","",".","9250001","GB"
"92500039",".","","925001","Northumberland","",".","9250001","GB"
"92500040",".","","925001","Nottinghamshire","",".","9250001","GB"
"92500041",".","","925001","Oxfordshire","",".","9250001","GB"
"92500042",".","","925001","Salop","",".","9250001","GB"
"92500043",".","","925001","Somerset","",".","9250001","GB"
"92500044",".","","925001","South Yorkshire","",".","9250001","GB"
"92500045",".","","925001","Staffordshire","",".","9250001","GB"
"92500046",".","","925001","Suffolk","",".","9250001","GB"
"92500047",".","","925001","Surrey","",".","9250001","GB"
"92500048",".","","925001","Tyne and Wear","",".","9250001","GB"
"92500049",".","","925001","Warwickshire","",".","9250001","GB"
"92500050",".","","925001","West Midlands","",".","9250001","GB"
"92500051",".","","925001","West Sussex","",".","9250001","GB"
"92500052",".","","925001","West Yorkshire","",".","9250001","GB"
"92500053",".","","925001","Wiltshire","",".","9250001","GB"
"92500054",".","","925001","Worcestershire","",".","9250001","GB"
"92500055",".","","925001","County Antrim","",".","9250002","GB"
"92500056",".","","925001","Ards","",".","9250002","GB"
"92500057",".","","925001","County Armagh","",".","9250002","GB"
"92500058",".","","925001","Bainbridge","",".","9250002","GB"
"92500059",".","","925001","Ballymena","",".","9250002","GB"
"92500060",".","","925001","Ballymoney","",".","9250002","GB"
"92500061",".","","925001","Belfast","",".","9250002","GB"
"92500062",".","","925001","Carrickfergus","",".","9250002","GB"
"92500063",".","","925001","Castlereagh","",".","9250002","GB"
"92500064",".","","925001","Coleraine","",".","9250002","GB"
"92500065",".","","925001","Cookstown","",".","9250002","GB"
"92500066",".","","925001","Craigavon","",".","9250002","GB"
"92500067",".","","925001","County Down","",".","9250002","GB"
"92500068",".","","925001","Dungannon","",".","9250002","GB"
"92500069",".","","925001","County Fermanagh","",".","9250002","GB"
"92500070",".","","925001","Larne","",".","9250002","GB"
"92500071",".","","925001","Limavady","",".","9250002","GB"
"92500072",".","","925001","Lisburn","",".","9250002","GB"
"92500073",".","","925001","County Londonderry","",".","9250002","GB"
"92500074",".","","925001","Magherafelt","",".","9250002","GB"
"92500075",".","","925001","Mourne","",".","9250002","GB"
"92500076",".","","925001","Moyle","",".","9250002","GB"
"92500077",".","","925001","Newtonabbey","",".","9250002","GB"
"92500078",".","","925001","North Down","",".","9250002","GB"
"92500079",".","","925001","Omagh","",".","9250002","GB"
"92500080",".","","925001","County Tyrone","",".","9250002","GB"
"92500081",".","","925001","Strabane","",".","9250002","GB"
"92500082",".","","925001","Aberdeenshire","",".","9250003","GB"
"92500083",".","","925001","Angus","",".","9250003","GB"
"92500084",".","","925001","Argyll","",".","9250003","GB"
"92500085",".","","925001","Ayrshire","",".","9250003","GB"
"92500086",".","","925001","Banffshire","",".","9250003","GB"
"92500087",".","","925001","Berwickshire","",".","9250003","GB"
"92500088",".","","925001","Borders","",".","9250003","GB"
"92500089",".","","925001","Caithness","",".","9250003","GB"
"92500090",".","","925001","Central","",".","9250003","GB"
"92500091",".","","925001","Clackmannanshire","",".","9250003","GB"
"92500092",".","","925001","Dumfries and Galloway","",".","9250003","GB"
"92500093",".","","925001","Dumfriesshire","",".","9250003","GB"
"92500094",".","","925001","Dunbartonshire","",".","9250003","GB"
"92500095",".","","925001","East Lothian","",".","9250003","GB"
"92500096",".","","925001","Fife","",".","9250003","GB"
"92500097",".","","925001","Galloway","",".","9250003","GB"
"92500098",".","","925001","Grampian","",".","9250003","GB"
"92500099",".","","925001","Highland","",".","9250003","GB"
"92500100",".","","925001","Inverness-Shire","",".","9250003","GB"
"92500101",".","","925001","Isle of Arran","",".","9250003","GB"
"92500102",".","","925001","Isle of Barra","",".","9250003","GB"
"92500103",".","","925001","Isle of Benbecula","",".","9250003","GB"
"92500104",".","","925001","Isle of Bute","",".","9250003","GB"
"92500105",".","","925001","Isle of Canna","",".","9250003","GB"
"92500106",".","","925001","Isle of Coll","",".","9250003","GB"
"92500107",".","","925001","Isle of Colonsay","",".","9250003","GB"
"92500108",".","","925001","Isle of Cumbrae","",".","9250003","GB"
"92500109",".","","925001","Isle of Eigg","",".","9250003","GB"
"92500110",".","","925001","Isle of Gigha","",".","9250003","GB"
"92500111",".","","925001","Isle of Harris","",".","9250003","GB"
"92500112",".","","925001","Isle of Iona","",".","9250003","GB"
"92500113",".","","925001","Isle of Islay","",".","9250003","GB"
"92500114",".","","925001","Isle of Jura","",".","9250003","GB"
"92500115",".","","925001","Isle of Lewis","",".","9250003","GB"
"92500116",".","","925001","Isle of Mull","",".","9250003","GB"
"92500117",".","","925001","Isle of North Uist","",".","9250003","GB"
"92500118",".","","925001","Isle of Rum","",".","9250003","GB"
"92500119",".","","925001","Isle of Scalpay","",".","9250003","GB"
"92500120",".","","925001","Isle of Skye","",".","9250003","GB"
"92500121",".","","925001","Isle of South Uist","",".","9250003","GB"
"92500122",".","","925001","Isle of Tiree","",".","9250003","GB"
"92500123",".","","925001","Kincardineshire","",".","9250003","GB"
"92500124",".","","925001","Kinross-Shire","",".","9250003","GB"
"92500125",".","","925001","Kirkcudbrightshire","",".","9250003","GB"
"92500126",".","","925001","Lanarkshire","",".","9250003","GB"
"92500127",".","","925001","Midlothian","",".","9250003","GB"
"92500128",".","","925001","Morayshire","",".","9250003","GB"
"92500129",".","","925001","Nairnshire","",".","9250003","GB"
"92500130",".","","925001","Orkney","",".","9250003","GB"
"92500131",".","","925001","Orkney Islands","",".","9250003","GB"
"92500132",".","","925001","Peeblesshire","",".","9250003","GB"
"92500133",".","","925001","Perthshire","",".","9250003","GB"
"92500134",".","","925001","Renfrewshire","",".","9250003","GB"
"92500135",".","","925001","Ross-Shire","",".","9250003","GB"
"92500136",".","","925001","Roxburghshire","",".","9250003","GB"
"92500137",".","","925001","Selkirkshire","",".","9250003","GB"
"92500138",".","","925001","Shetland","",".","9250003","GB"
"92500139",".","","925001","Shetland Islands","",".","9250003","GB"
"92500140",".","","925001","Stirlingshire","",".","9250003","GB"
"92500141",".","","925001","Strathclyde","",".","9250003","GB"
"92500142",".","","925001","Sutherland","",".","9250003","GB"
"92500143",".","","925001","Tayside","",".","9250003","GB"
"92500144",".","","925001","West Lothian","",".","9250003","GB"
"92500145",".","","925001","Western Isles","",".","9250003","GB"
"92500146",".","","925001","Wigtownshire","",".","9250003","GB"
"92500147",".","","925001","Clwyd","",".","9250004","GB"
"92500148",".","","925001","Dyfed","",".","9250004","GB"
"92500149",".","","925001","Gwent","",".","9250004","GB"
"92500150",".","","925001","Gwynedd","",".","9250004","GB"
"92500151",".","","925001","Mid Glamorgan","",".","9250004","GB"
"92500152",".","","925001","Powys","",".","9250004","GB"
"92500153",".","","925001","South Glamorgan","",".","9250004","GB"
"92500154",".","","925001","West Glamorgan","",".","9250004","GB"
"926000001","926001","Aleutians East",".","","",".","9260002",""
"926000002","926001","Aleutians West",".","","",".","9260002",""
"926000003","926001","Aleutians West (CA)",".","","",".","9260002",""
"926000004","926001","Anchorage",".","","",".","9260002",""
"926000005","926001","Bethel (CA)",".","","",".","9260002",""
"926000006","926001","Bristol Bay",".","","",".","9260002",""
"926000007","926001","Denali",".","","",".","9260002",""
"926000008","926001","Dillingham (CA)",".","","",".","9260002",""
"926000009","926001","Fairbanks North Star",".","","",".","9260002",""
"926000010","926001","Juneau",".","","",".","9260002",""
"926000011","926001","Kenai Peninsula",".","","",".","9260002",""
"926000012","926001","Ketchikan Gateway",".","","",".","9260002",""
"926000013","926001","Kodiak Island",".","","",".","9260002",""
"926000014","926001","Lake and Peninsula",".","","",".","9260002",""
"926000015","926001","Matanuska-Susitna",".","","",".","9260002",""
"926000016","926001","Nome (CA)",".","","",".","9260002",""
"926000017","926001","North Slope",".","","",".","9260002",""
"926000018","926001","Northwest Arctic",".","","",".","9260002",""
"926000019","926001","Prince of Wales-Outer",".","","",".","9260002",""
"926000020","926001","Sitka",".","","",".","9260002",""
"926000021","926001","Skagway-Hoonah-Angoon",".","","",".","9260002",""
"926000022","926001","Southeast Fairbanks (C",".","","",".","9260002",""
"926000023","926001","Valdez-Cordova (CA)",".","","",".","9260002",""
"926000024","926001","Wade Hampton (CA)",".","","",".","9260002",""
"926000025","926001","Wrangell-Petersburg (C",".","","",".","9260002",""
"926000026","926001","Yakutat",".","","",".","9260002",""
"926000027","926001","Yukon-Koyukuk (CA)",".","","",".","9260002",""
"926000028","926001","Autauga",".","","",".","9260001",""
"926000029","926001","Baldwin",".","","",".","9260001",""
"926000030","926001","Barbour",".","","",".","9260001",""
"926000031","926001","Bibb",".","","",".","9260001",""
"926000032","926001","Blount",".","","",".","9260001",""
"926000033","926001","Bullock",".","","",".","9260001",""
"926000034","926001","Butler",".","","",".","9260001",""
"926000035","926001","Calhoun",".","","",".","9260001",""
"926000036","926001","Chambers",".","","",".","9260001",""
"926000037","926001","Cherokee",".","","",".","9260001",""
"926000038","926001","Chilton",".","","",".","9260001",""
"926000039","926001","Choctaw",".","","",".","9260001",""
"926000040","926001","Clarke",".","","",".","9260001",""
"926000041","926001","Clay",".","","",".","9260001",""
"926000042","926001","Cleburne",".","","",".","9260001",""
"926000043","926001","Coffee",".","","",".","9260001",""
"926000044","926001","Colbert",".","","",".","9260001",""
"926000045","926001","Conecuh",".","","",".","9260001",""
"926000046","926001","Coosa",".","","",".","9260001",""
"926000047","926001","Covington",".","","",".","9260001",""
"926000048","926001","Crenshaw",".","","",".","9260001",""
"926000049","926001","Cullman",".","","",".","9260001",""
"926000050","926001","Dale",".","","",".","9260001",""
"926000051","926001","Dallas",".","","",".","9260001",""
"926000052","926001","DeKalb",".","","",".","9260001",""
"926000053","926001","Elmore",".","","",".","9260001",""
"926000054","926001","Escambia",".","","",".","9260001",""
"926000055","926001","Etowah",".","","",".","9260001",""
"926000056","926001","Fayette",".","","",".","9260001",""
"926000057","926001","Franklin",".","","",".","9260001",""
"926000058","926001","Geneva",".","","",".","9260001",""
"926000059","926001","Greene",".","","",".","9260001",""
"926000060","926001","Hale",".","","",".","9260001",""
"926000061","926001","Henry",".","","",".","9260001",""
"926000062","926001","Holmes",".","","",".","9260001",""
"926000063","926001","Houston",".","","",".","9260001",""
"926000064","926001","Itawamba",".","","",".","9260001",""
"926000065","926001","Jackson",".","","",".","9260001",""
"926000066","926001","Jefferson",".","","",".","9260001",""
"926000067","926001","Lamar",".","","",".","9260001",""
"926000068","926001","Lauderdale",".","","",".","9260001",""
"926000069","926001","Lawrence",".","","",".","9260001",""
"926000070","926001","Lee",".","","",".","9260001",""
"926000071","926001","Limestone",".","","",".","9260001",""
"926000072","926001","Lowndes",".","","",".","9260001",""
"926000073","926001","Macon",".","","",".","9260001",""
"926000074","926001","Madison",".","","",".","9260001",""
"926000075","926001","Marengo",".","","",".","9260001",""
"926000076","926001","Marion",".","","",".","9260001",""
"926000077","926001","Marshall",".","","",".","9260001",""
"926000078","926001","Mobile",".","","",".","9260001",""
"926000079","926001","Monroe",".","","",".","9260001",""
"926000080","926001","Montgomery",".","","",".","9260001",""
"926000081","926001","Morgan",".","","",".","9260001",""
"926000082","926001","Perry",".","","",".","9260001",""
"926000083","926001","Pickens",".","","",".","9260001",""
"926000084","926001","Pike",".","","",".","9260001",""
"926000085","926001","Randolph",".","","",".","9260001",""
"926000086","926001","Russell",".","","",".","9260001",""
"926000087","926001","Shelby",".","","",".","9260001",""
"926000088","926001","St. Clair",".","","",".","9260001",""
"926000089","926001","Sumter",".","","",".","9260001",""
"926000090","926001","Talladega",".","","",".","9260001",""
"926000091","926001","Tallapoosa",".","","",".","9260001",""
"926000092","926001","Tuscaloosa",".","","",".","9260001",""
"926000093","926001","Walker",".","","",".","9260001",""
"926000094","926001","Washington",".","","",".","9260001",""
"926000095","926001","Wilcox",".","","",".","9260001",""
"926000096","926001","Winston",".","","",".","9260001",""
"926000097","926001","Arkansas",".","","",".","9260005",""
"926000098","926001","Ashley",".","","",".","9260005",""
"926000099","926001","Barry",".","","",".","9260005",""
"926000100","926001","Baxter",".","","",".","9260005",""
"926000101","926001","Benton",".","","",".","9260005",""
"926000102","926001","Boone",".","","",".","9260005",""
"926000103","926001","Bradley",".","","",".","9260005",""
"926000104","926001","Calhoun",".","","",".","9260005",""
"926000105","926001","Carroll",".","","",".","9260005",""
"926000106","926001","Chicot",".","","",".","9260005",""
"926000107","926001","Clark",".","","",".","9260005",""
"926000108","926001","Clay",".","","",".","9260005",""
"926000109","926001","Cleburne",".","","",".","9260005",""
"926000110","926001","Cleveland",".","","",".","9260005",""
"926000111","926001","Columbia",".","","",".","9260005",""
"926000112","926001","Conway",".","","",".","9260005",""
"926000113","926001","Craighead",".","","",".","9260005",""
"926000114","926001","Crawford",".","","",".","9260005",""
"926000115","926001","Crittenden",".","","",".","9260005",""
"926000116","926001","Cross",".","","",".","9260005",""
"926000117","926001","Dallas",".","","",".","9260005",""
"926000118","926001","Delaware",".","","",".","9260005",""
"926000119","926001","Desha",".","","",".","9260005",""
"926000120","926001","Drew",".","","",".","9260005",""
"926000121","926001","Faulkner",".","","",".","9260005",""
"926000122","926001","Franklin",".","","",".","9260005",""
"926000123","926001","Fulton",".","","",".","9260005",""
"926000124","926001","Garland",".","","",".","9260005",""
"926000125","926001","Grant",".","","",".","9260005",""
"926000126","926001","Greene",".","","",".","9260005",""
"926000127","926001","Hempstead",".","","",".","9260005",""
"926000128","926001","Hot Spring",".","","",".","9260005",""
"926000129","926001","Howard",".","","",".","9260005",""
"926000130","926001","Independence",".","","",".","9260005",""
"926000131","926001","Izard",".","","",".","9260005",""
"926000132","926001","Jackson",".","","",".","9260005",""
"926000133","926001","Jefferson",".","","",".","9260005",""
"926000134","926001","Johnson",".","","",".","9260005",""
"926000135","926001","Lafayette",".","","",".","9260005",""
"926000136","926001","Lawrence",".","","",".","9260005",""
"926000137","926001","Le Flore",".","","",".","9260005",""
"926000138","926001","Lee",".","","",".","9260005",""
"926000139","926001","Lincoln",".","","",".","9260005",""
"926000140","926001","Little River",".","","",".","9260005",""
"926000141","926001","Logan",".","","",".","9260005",""
"926000142","926001","Lonoke",".","","",".","9260005",""
"926000143","926001","Madison",".","","",".","9260005",""
"926000144","926001","Marion",".","","",".","9260005",""
"926000145","926001","McDonald",".","","",".","9260005",""
"926000146","926001","Miller",".","","",".","9260005",""
"926000147","926001","Mississippi",".","","",".","9260005",""
"926000148","926001","Monroe",".","","",".","9260005",""
"926000149","926001","Montgomery",".","","",".","9260005",""
"926000150","926001","Nevada",".","","",".","9260005",""
"926000151","926001","Newton",".","","",".","9260005",""
"926000152","926001","Ouachita",".","","",".","9260005",""
"926000153","926001","Perry",".","","",".","9260005",""
"926000154","926001","Phillips",".","","",".","9260005",""
"926000155","926001","Pike",".","","",".","9260005",""
"926000156","926001","Poinsett",".","","",".","9260005",""
"926000157","926001","Polk",".","","",".","9260005",""
"926000158","926001","Pope",".","","",".","9260005",""
"926000159","926001","Prairie",".","","",".","9260005",""
"926000160","926001","Pulaski",".","","",".","9260005",""
"926000161","926001","Randolph",".","","",".","9260005",""
"926000162","926001","Ripley",".","","",".","9260005",""
"926000163","926001","Saline",".","","",".","9260005",""
"926000164","926001","Scott",".","","",".","9260005",""
"926000165","926001","Searcy",".","","",".","9260005",""
"926000166","926001","Sebastian",".","","",".","9260005",""
"926000167","926001","Sequoyah",".","","",".","9260005",""
"926000168","926001","Sevier",".","","",".","9260005",""
"926000169","926001","Sharp",".","","",".","9260005",""
"926000170","926001","St. Francis",".","","",".","9260005",""
"926000171","926001","Stone",".","","",".","9260005",""
"926000172","926001","Tipton",".","","",".","9260005",""
"926000173","926001","Union",".","","",".","9260005",""
"926000174","926001","Van Buren",".","","",".","9260005",""
"926000175","926001","Washington",".","","",".","9260005",""
"926000176","926001","White",".","","",".","9260005",""
"926000177","926001","Woodruff",".","","",".","9260005",""
"926000178","926001","Yell",".","","",".","9260005",""
"926000179","926001","Apache",".","","",".","9260004",""
"926000180","926001","Cochise",".","","",".","9260004",""
"926000181","926001","Coconino",".","","",".","9260004",""
"926000182","926001","Gila",".","","",".","9260004",""
"926000183","926001","Graham",".","","",".","9260004",""
"926000184","926001","Greenlee",".","","",".","9260004",""
"926000185","926001","Hidalgo",".","","",".","9260004",""
"926000186","926001","La Paz",".","","",".","9260004",""
"926000187","926001","Maricopa",".","","",".","9260004",""
"926000188","926001","McKinley",".","","",".","9260004",""
"926000189","926001","Mohave",".","","",".","9260004",""
"926000190","926001","Navajo",".","","",".","9260004",""
"926000191","926001","Pima",".","","",".","9260004",""
"926000192","926001","Pinal",".","","",".","9260004",""
"926000193","926001","San Juan",".","","",".","9260004",""
"926000194","926001","Santa Cruz",".","","",".","9260004",""
"926000195","926001","Yavapai",".","","",".","9260004",""
"926000196","926001","Yuma",".","","",".","9260004",""
"926000197","926001","Alameda",".","","",".","9260006",""
"926000198","926001","Alpine",".","","",".","9260006",""
"926000199","926001","Amador",".","","",".","9260006",""
"926000200","926001","Butte",".","","",".","9260006",""
"926000201","926001","Calaveras",".","","",".","9260006",""
"926000202","926001","Clark",".","","",".","9260006",""
"926000203","926001","Colusa",".","","",".","9260006",""
"926000204","926001","Contra Costa",".","","",".","9260006",""
"926000205","926001","Del Norte",".","","",".","9260006",""
"926000206","926001","El Dorado",".","","",".","9260006",""
"926000207","926001","Fresno",".","","",".","9260006",""
"926000208","926001","Glenn",".","","",".","9260006",""
"926000209","926001","Humboldt",".","","",".","9260006",""
"926000210","926001","Imperial",".","","",".","9260006",""
"926000211","926001","Inyo",".","","",".","9260006",""
"926000212","926001","Kern",".","","",".","9260006",""
"926000213","926001","Kings",".","","",".","9260006",""
"926000214","926001","Lake",".","","",".","9260006",""
"926000215","926001","Lassen",".","","",".","9260006",""
"926000216","926001","Los Angeles",".","","",".","9260006",""
"926000217","926001","Madera",".","","",".","9260006",""
"926000218","926001","Marin",".","","",".","9260006",""
"926000219","926001","Mariposa",".","","",".","9260006",""
"926000220","926001","Mendocino",".","","",".","9260006",""
"926000221","926001","Merced",".","","",".","9260006",""
"926000222","926001","Mineral",".","","",".","9260006",""
"926000223","926001","Modoc",".","","",".","9260006",""
"926000224","926001","Mono",".","","",".","9260006",""
"926000225","926001","Monterey",".","","",".","9260006",""
"926000226","926001","Napa",".","","",".","9260006",""
"926000227","926001","Nevada",".","","",".","9260006",""
"926000228","926001","Nye",".","","",".","9260006",""
"926000229","926001","Orange",".","","",".","9260006",""
"926000230","926001","Placer",".","","",".","9260006",""
"926000231","926001","Plumas",".","","",".","9260006",""
"926000232","926001","Riverside",".","","",".","9260006",""
"926000233","926001","Sacramento",".","","",".","9260006",""
