"Product_ID","Start_Date","End_Date","Unit_Cost_Price","Unit_Sales_Price","Factor"
"210100100039","23SEP2000","20AUG2001","$13.05","$28.70","1.02"
"210100100039","21AUG2001","18JUL2002","$13.15","$28.90","1.01"
"210100100039","19JUL2002","31DEC9999","$13.15","$28.90","1.00"
"210100100040","01JAN1998","31DEC9999","$17.10","$37.80","1.00"
"210100100041","01JAN1998","31DEC9999","$13.55","$27.70","1.00"
"210100100042","01JAN1998","16JAN1999","$20.45","$45.70","1.01"
"210100100042","17JAN1999","01FEB2000","$20.45","$45.70","1.00"
"210100100042","02FEB2000","16FEB2001","$20.45","$45.70","1.00"
"210100100042","17FEB2001","04MAR2002","$20.45","$45.70","1.00"
"210100100042","05MAR2002","31DEC9999","$20.45","$45.70","1.00"
"210100100043","01JAN1998","31DEC9999","$19.00","$41.70","1.00"
"210100100044","01JAN1998","01JAN1999","$11.65","$25.10","1.02"
"210100100044","02JAN1999","02JAN2000","$11.75","$25.30","1.01"
"210100100044","03JAN2000","02JAN2001","$11.75","$25.30","1.00"
"210100100044","03JAN2001","03JAN2002","$11.75","$25.30","1.00"
"210100100044","04JAN2002","31DEC9999","$11.75","$25.30","1.00"
"210100100045","01JAN1998","19JAN1999","$16.95","$38.00","1.01"
"210100100045","20JAN1999","07FEB2000","$16.95","$38.00","1.00"
"210100100045","08FEB2000","25FEB2001","$16.95","$38.00","1.00"
"210100100045","26FEB2001","16MAR2002","$16.95","$38.00","1.00"
"210100100045","17MAR2002","31DEC9999","$16.95","$38.00","1.00"
"210100100046","01JAN1998","25DEC1998","$18.75","$41.20","1.00"
"210100100046","26DEC1998","19DEC1999","$18.75","$41.20","1.00"
"210100100046","20DEC1999","12DEC2000","$18.75","$41.20","1.00"
"210100100046","13DEC2000","06DEC2001","$18.75","$41.20","1.00"
"210100100046","07DEC2001","30NOV2002","$18.75","$41.20","1.00"
"210100100046","01DEC2002","31DEC9999","$18.75","$41.20","1.00"
"210100100047","01JAN1998","31DEC9999","$6.25","$14.60","1.00"
"210100100048","01JAN1998","31DEC9999","$6.90","$17.10","1.00"
"210100100049","01JAN1998","01NOV1998","$6.50","$15.20","1.01"
"210100100049","02NOV1998","02SEP1999","$6.50","$15.20","1.00"
"210100100049","03SEP1999","03JUL2000","$6.50","$15.20","1.00"
"210100100049","04JUL2000","04MAY2001","$6.50","$15.20","1.00"
"210100100049","05MAY2001","05MAR2002","$6.50","$15.20","1.00"
"210100100049","06MAR2002","31DEC9999","$6.50","$15.20","1.00"
"210100100050","01JAN1998","10JAN1999","$8.35","$18.50","1.00"
"210100100050","11JAN1999","20JAN2000","$8.35","$18.50","1.00"
"210100100050","21JAN2000","29JAN2001","$8.35","$18.50","1.00"
"210100100050","30JAN2001","08FEB2002","$8.35","$18.50","1.00"
"210100100050","09FEB2002","31DEC9999","$8.35","$18.50","1.00"
"210200100001","01JAN1998","31DEC9999","$5.65","$12.80","1.00"
"210200100002","01JAN1998","30DEC1998","$13.20","$29.50","1.02"
"210200100002","31DEC1998","29DEC1999","$13.30","$29.70","1.01"
"210200100002","30DEC1999","27DEC2000","$13.40","$29.90","1.01"
"210200100002","28DEC2000","26DEC2001","$13.40","$29.90","1.00"
"210200100002","27DEC2001","31DEC9999","$13.40","$29.90","1.00"
"210200100003","01JAN1998","19NOV1998","$15.45","$34.60","1.01"
"210200100003","20NOV1998","08OCT1999","$15.60","$34.90","1.01"
"210200100003","09OCT1999","26AUG2000","$15.60","$34.90","1.00"
"210200100003","27AUG2000","15JUL2001","$15.60","$34.90","1.00"
"210200100003","16JUL2001","03JUN2002","$15.60","$34.90","1.00"
"210200100003","04JUN2002","31DEC9999","$15.60","$34.90","1.00"
"210200100004","01JAN1998","31DEC9999","$16.15","$36.30","1.00"
"210200100005","01JAN1998","28OCT1998","$5.75","$13.00","1.00"
"210200100005","29OCT1998","25AUG1999","$5.75","$13.00","1.00"
"210200100005","26AUG1999","21JUN2000","$5.75","$13.00","1.00"
"210200100005","22JUN2000","18APR2001","$5.75","$13.00","1.00"
"210200100005","19APR2001","13FEB2002","$5.75","$13.00","1.00"
"210200100005","14FEB2002","31DEC9999","$5.75","$13.00","1.00"
"210200100006","01JAN1998","31DEC9999","$5.15","$11.60","1.00"
"210200100007","01JAN1998","10JAN1999","$10.30","$23.00","1.00"
"210200100007","11JAN1999","20JAN2000","$10.30","$23.00","1.00"
"210200100007","21JAN2000","29JAN2001","$10.30","$23.00","1.00"
"210200100007","30JAN2001","08FEB2002","$10.30","$23.00","1.00"
"210200100007","09FEB2002","31DEC9999","$10.30","$23.00","1.00"
"210200100008","01JAN1998","04DEC1998","$25.00","$56.40","1.02"
"210200100008","05DEC1998","07NOV1999","$25.25","$56.90","1.01"
"210200100008","08NOV1999","10OCT2000","$25.25","$56.90","1.00"
"210200100008","11OCT2000","13SEP2001","$25.25","$56.90","1.00"
"210200100008","14SEP2001","17AUG2002","$25.25","$56.90","1.00"
"210200100008","18AUG2002","31DEC9999","$25.25","$56.90","1.00"
"210200100009","01JAN1998","20NOV1998","$15.50","$34.70","1.00"
"210200100009","21NOV1998","10OCT1999","$15.50","$34.70","1.00"
"210200100009","11OCT1999","29AUG2000","$15.50","$34.70","1.00"
"210200100009","30AUG2000","19JUL2001","$15.50","$34.70","1.00"
"210200100009","20JUL2001","08JUN2002","$15.50","$34.70","1.00"
"210200100009","09JUN2002","31DEC9999","$15.50","$34.70","1.00"
"210200100010","01JAN1998","31DEC9999","$18.50","$41.50","1.00"
"210200100011","01JAN1998","05DEC1998","$33.75","$76.00","1.01"
"210200100011","06DEC1998","09NOV1999","$33.75","$76.00","1.00"
"210200100011","10NOV1999","13OCT2000","$33.75","$76.00","1.00"
"210200100011","14OCT2000","17SEP2001","$33.75","$76.00","1.00"
"210200100011","18SEP2001","22AUG2002","$33.75","$76.00","1.00"
"210200100011","23AUG2002","31DEC9999","$33.75","$76.00","1.00"
"210200100012","01JAN1998","24NOV1998","$8.40","$17.80","1.00"
"210200100012","25NOV1998","18OCT1999","$8.40","$17.80","1.00"
"210200100012","19OCT1999","10SEP2000","$8.40","$17.80","1.00"
"210200100012","11SEP2000","04AUG2001","$8.40","$17.80","1.00"
"210200100012","05AUG2001","28JUN2002","$8.40","$17.80","1.00"
"210200100012","29JUN2002","31DEC9999","$8.40","$17.80","1.00"
"210200100013","01JAN1998","31DEC9999","$18.85","$42.30","1.00"
"210200100014","01JAN1998","19DEC1998","$15.65","$35.00","1.01"
"210200100014","20DEC1998","07DEC1999","$15.65","$35.00","1.00"
"210200100014","08DEC1999","24NOV2000","$15.65","$35.00","1.00"
"210200100014","25NOV2000","12NOV2001","$15.65","$35.00","1.00"
"210200100014","13NOV2001","31OCT2002","$15.65","$35.00","1.00"
"210200100014","01NOV2002","31DEC9999","$15.65","$35.00","1.00"
"210200100015","01JAN1998","06JAN1999","$15.70","$35.20","1.03"
"210200100015","07JAN1999","12JAN2000","$16.00","$35.90","1.02"
"210200100015","13JAN2000","17JAN2001","$16.15","$36.20","1.01"
"210200100015","18JAN2001","23JAN2002","$16.15","$36.20","1.00"
"210200100015","24JAN2002","31DEC9999","$16.15","$36.20","1.00"
"210200100016","01JAN1998","20NOV1998","$14.00","$31.40","1.01"
"210200100016","21NOV1998","10OCT1999","$14.00","$31.40","1.00"
"210200100016","11OCT1999","29AUG2000","$14.00","$31.40","1.00"
"210200100016","30AUG2000","19JUL2001","$14.00","$31.40","1.00"
"210200100016","20JUL2001","08JUN2002","$14.00","$31.40","1.00"
"210200100016","09JUN2002","31DEC9999","$14.00","$31.40","1.00"
"210200100017","01JAN1998","06JAN1999","$17.05","$38.30","1.02"
"210200100017","07JAN1999","12JAN2000","$17.35","$39.00","1.02"
"210200100017","13JAN2000","17JAN2001","$17.65","$39.70","1.02"
"210200100017","18JAN2001","23JAN2002","$17.80","$40.00","1.01"
"210200100017","24JAN2002","31DEC9999","$17.80","$40.00","1.00"
"210200100018","01JAN1998","25DEC1998","$17.55","$39.80","1.02"
"210200100018","26DEC1998","19DEC1999","$17.90","$40.50","1.02"
"210200100018","20DEC1999","12DEC2000","$18.05","$40.90","1.01"
"210200100018","13DEC2000","06DEC2001","$18.05","$40.90","1.00"
"210200100018","07DEC2001","30NOV2002","$18.05","$40.90","1.00"
"210200100018","01DEC2002","31DEC9999","$18.05","$40.90","1.00"
"210200100019","01JAN1998","31DEC9999","$18.05","$40.50","1.00"
"210200200001","01JAN1998","21NOV1998","$6.50","$14.50","1.01"
"210200200001","22NOV1998","12OCT1999","$6.55","$14.60","1.01"
"210200200001","13OCT1999","01SEP2000","$6.55","$14.60","1.00"
"210200200001","02SEP2000","23JUL2001","$6.55","$14.60","1.00"
"210200200001","24JUL2001","13JUN2002","$6.55","$14.60","1.00"
"210200200001","14JUN2002","31DEC9999","$6.55","$14.60","1.00"
"210200200002","01JAN1998","24NOV1998","$17.70","$42.30","1.04"
"210200200002","25NOV1998","18OCT1999","$18.20","$43.50","1.03"
"210200200002","19OCT1999","10SEP2000","$18.70","$44.80","1.03"
"210200200002","11SEP2000","04AUG2001","$19.05","$45.60","1.02"
"210200200002","05AUG2001","28JUN2002","$19.20","$46.00","1.01"
"210200200002","29JUN2002","31DEC9999","$19.20","$46.00","1.00"
"210200200003","01JAN1998","24NOV1998","$14.70","$35.00","1.05"
"210200200003","25NOV1998","18OCT1999","$15.25","$36.40","1.04"
"210200200003","19OCT1999","10SEP2000","$15.85","$37.80","1.04"
"210200200003","11SEP2000","04AUG2001","$16.30","$38.90","1.03"
"210200200003","05AUG2001","28JUN2002","$16.60","$39.60","1.02"
"210200200003","29JUN2002","31DEC9999","$16.60","$39.60","1.00"
"210200200004","01JAN1998","31DEC1998","$10.60","$25.50","1.04"
"210200200004","01JAN1999","31DEC1999","$11.00","$26.50","1.04"
"210200200004","01JAN2000","30DEC2000","$11.30","$27.20","1.03"
"210200200004","31DEC2000","30DEC2001","$11.40","$27.40","1.01"
"210200200004","31DEC2001","31DEC9999","$11.40","$27.40","1.00"
"210200200005","01JAN1998","31DEC9999","$12.05","$27.70","1.00"
"210200200006","01JAN1998","09JAN1999","$14.60","$34.90","1.01"
"210200200006","10JAN1999","18JAN2000","$14.70","$35.20","1.01"
"210200200006","19JAN2000","26JAN2001","$14.80","$35.50","1.01"
"210200200006","27JAN2001","04FEB2002","$14.80","$35.50","1.00"
"210200200006","05FEB2002","31DEC9999","$14.80","$35.50","1.00"
"210200200007","01JAN1998","15DEC1998","$9.05","$21.00","1.03"
"210200200007","16DEC1998","29NOV1999","$9.30","$21.60","1.03"
"210200200007","30NOV1999","12NOV2000","$9.55","$22.20","1.03"
"210200200007","13NOV2000","27OCT2001","$9.70","$22.60","1.02"
"210200200007","28OCT2001","11OCT2002","$9.75","$22.80","1.01"
"210200200007","12OCT2002","31DEC9999","$9.75","$22.80","1.00"
"210200200008","01JAN1998","04JAN1999","$10.10","$24.40","1.03"
"210200200008","05JAN1999","08JAN2000","$10.40","$25.10","1.03"
"210200200008","09JAN2000","11JAN2001","$10.60","$25.60","1.02"
"210200200008","12JAN2001","15JAN2002","$10.60","$25.60","1.00"
"210200200008","16JAN2002","31DEC9999","$10.60","$25.60","1.00"
"210200200009","01JAN1998","06DEC1998","$22.25","$53.80","1.01"
"210200200009","07DEC1998","11NOV1999","$22.45","$54.30","1.01"
"210200200009","12NOV1999","16OCT2000","$22.65","$54.80","1.01"
"210200200009","17OCT2000","21SEP2001","$22.65","$54.80","1.00"
"210200200009","22SEP2001","27AUG2002","$22.65","$54.80","1.00"
"210200200009","28AUG2002","31DEC9999","$22.65","$54.80","1.00"
"210200200010","01JAN1998","03DEC1998","$20.85","$50.10","1.04"
"210200200010","04DEC1998","05NOV1999","$21.45","$51.60","1.03"
"210200200010","06NOV1999","07OCT2000","$21.85","$52.60","1.02"
"210200200010","08OCT2000","09SEP2001","$22.05","$53.10","1.01"
"210200200010","10SEP2001","12AUG2002","$22.05","$53.10","1.00"
"210200200010","13AUG2002","31DEC9999","$22.05","$53.10","1.00"
"210200200011","01JAN1998","06DEC1998","$11.00","$25.40","1.01"
"210200200011","07DEC1998","11NOV1999","$11.00","$25.40","1.00"
"210200200011","12NOV1999","16OCT2000","$11.00","$25.40","1.00"
"210200200011","17OCT2000","21SEP2001","$11.00","$25.40","1.00"
"210200200011","22SEP2001","27AUG2002","$11.00","$25.40","1.00"
"210200200011","28AUG2002","31DEC9999","$11.00","$25.40","1.00"
"210200200012","01JAN1998","11JAN1999","$9.80","$22.60","1.02"
"210200200012","12JAN1999","22JAN2000","$9.85","$22.80","1.01"
"210200200012","23JAN2000","01FEB2001","$9.85","$22.80","1.00"
"210200200012","02FEB2001","12FEB2002","$9.85","$22.80","1.00"
"210200200012","13FEB2002","31DEC9999","$9.85","$22.80","1.00"
"210200200013","01JAN1998","27NOV1998","$9.65","$22.20","1.02"
"210200200013","28NOV1998","24OCT1999","$9.80","$22.60","1.02"
"210200200013","25OCT1999","19SEP2000","$9.85","$22.80","1.01"
"210200200013","20SEP2000","16AUG2001","$9.85","$22.80","1.00"
"210200200013","17AUG2001","13JUL2002","$9.85","$22.80","1.00"
"210200200013","14JUL2002","31DEC9999","$9.85","$22.80","1.00"
"210200200014","01JAN1998","31DEC9999","$10.60","$24.20","1.00"
"210200200015","01JAN1998","09JAN1999","$11.10","$25.30","1.01"
"210200200015","10JAN1999","18JAN2000","$11.20","$25.50","1.01"
"210200200015","19JAN2000","26JAN2001","$11.30","$25.70","1.01"
"210200200015","27JAN2001","04FEB2002","$11.30","$25.70","1.00"
"210200200015","05FEB2002","31DEC9999","$11.30","$25.70","1.00"
"210200200016","01JAN1998","15DEC1998","$11.90","$27.80","1.05"
"210200200016","16DEC1998","29NOV1999","$12.45","$29.10","1.05"
"210200200016","30NOV1999","12NOV2000","$13.05","$30.50","1.05"
"210200200016","13NOV2000","27OCT2001","$13.40","$31.40","1.03"
"210200200016","28OCT2001","11OCT2002","$13.65","$32.00","1.02"
"210200200016","12OCT2002","31DEC9999","$13.75","$32.30","1.01"
"210200200017","01JAN1998","10JAN1999","$17.85","$41.00","1.03"
"210200200017","11JAN1999","20JAN2000","$18.20","$41.80","1.02"
"210200200017","21JAN2000","29JAN2001","$18.35","$42.20","1.01"
"210200200017","30JAN2001","08FEB2002","$18.35","$42.20","1.00"
"210200200017","09FEB2002","31DEC9999","$18.35","$42.20","1.00"
"210200200018","01JAN1998","19JAN1999","$15.70","$38.30","1.04"
"210200200018","20JAN1999","07FEB2000","$16.15","$39.40","1.03"
"210200200018","08FEB2000","25FEB2001","$16.45","$40.10","1.02"
"210200200018","26FEB2001","16MAR2002","$16.45","$40.10","1.00"
"210200200018","17MAR2002","31DEC9999","$16.45","$40.10","1.00"
"210200200019","01JAN1998","06JAN1999","$7.50","$17.90","1.05"
"210200200019","07JAN1999","12JAN2000","$7.85","$18.70","1.05"
"210200200019","13JAN2000","17JAN2001","$8.15","$19.40","1.04"
"210200200019","18JAN2001","23JAN2002","$8.30","$19.70","1.02"
"210200200019","24JAN2002","31DEC9999","$8.30","$19.70","1.00"
"210200200020","01JAN1998","18NOV1998","$8.05","$18.20","1.02"
"210200200020","19NOV1998","06OCT1999","$8.20","$18.50","1.02"
"210200200020","07OCT1999","23AUG2000","$8.25","$18.60","1.01"
"210200200020","24AUG2000","11JUL2001","$8.25","$18.60","1.00"
"210200200020","12JUL2001","29MAY2002","$8.25","$18.60","1.00"
"210200200020","30MAY2002","31DEC9999","$8.25","$18.60","1.00"
"210200200021","01JAN1998","20JAN1999","$6.85","$17.50","1.00"
"210200200021","21JAN1999","09FEB2000","$6.85","$17.50","1.00"
"210200200021","10FEB2000","28FEB2001","$6.85","$17.50","1.00"
"210200200021","01MAR2001","20MAR2002","$6.85","$17.50","1.00"
"210200200021","21MAR2002","31DEC9999","$6.85","$17.50","1.00"
"210200200022","01JAN1998","29DEC1998","$6.95","$17.80","1.02"
"210200200022","30DEC1998","27DEC1999","$7.00","$17.90","1.01"
"210200200022","28DEC1999","24DEC2000","$7.05","$18.00","1.01"
"210200200022","25DEC2000","22DEC2001","$7.05","$18.00","1.00"
"210200200022","23DEC2001","31DEC9999","$7.05","$18.00","1.00"
"210200200023","01JAN1998","25NOV1998","$7.70","$18.60","1.04"
"210200200023","26NOV1998","20OCT1999","$7.90","$19.10","1.03"
"210200200023","21OCT1999","13SEP2000","$8.05","$19.40","1.02"
"210200200023","14SEP2000","08AUG2001","$8.20","$19.70","1.02"
"210200200023","09AUG2001","03JUL2002","$8.25","$19.80","1.01"
"210200200023","04JUL2002","31DEC9999","$8.25","$19.80","1.00"
"210200200024","01JAN1998","31DEC9999","$14.10","$33.80","1.00"
"210200200025","01JAN1998","07NOV1998","$7.15","$17.40","1.00"
"210200200025","08NOV1998","14SEP1999","$7.15","$17.40","1.00"
"210200200025","15SEP1999","21JUL2000","$7.15","$17.40","1.00"
"210200200025","22JUL2000","28MAY2001","$7.15","$17.40","1.00"
"210200200025","29MAY2001","04APR2002","$7.15","$17.40","1.00"
"210200200025","05APR2002","31DEC9999","$7.15","$17.40","1.00"
"210200200026","01JAN1998","19DEC1998","$7.95","$19.40","1.00"
"210200200026","20DEC1998","07DEC1999","$7.95","$19.40","1.00"
"210200200026","08DEC1999","24NOV2000","$7.95","$19.40","1.00"
"210200200026","25NOV2000","12NOV2001","$7.95","$19.40","1.00"
"210200200026","13NOV2001","31OCT2002","$7.95","$19.40","1.00"
"210200200026","01NOV2002","31DEC9999","$7.95","$19.40","1.00"
"210200200027","01JAN1998","08JAN1999","$18.55","$41.70","1.04"
"210200200027","09JAN1999","16JAN2000","$19.10","$42.90","1.03"
"210200200027","17JAN2000","23JAN2001","$19.45","$43.70","1.02"
"210200200027","24JAN2001","31JAN2002","$19.45","$43.70","1.00"
"210200200027","01FEB2002","31DEC9999","$19.45","$43.70","1.00"
"210200200028","01JAN1998","29JAN1999","$9.15","$25.00","1.01"
"210200200028","30JAN1999","27FEB2000","$9.15","$25.00","1.00"
"210200200028","28FEB2000","27MAR2001","$9.15","$25.00","1.00"
"210200200028","28MAR2001","25APR2002","$9.15","$25.00","1.00"
"210200200028","26APR2002","31DEC9999","$9.15","$25.00","1.00"
"210200200029","01JAN1998","31DEC9999","$15.45","$34.60","1.00"
"210200200030","01JAN1998","10JAN1999","$17.85","$42.70","1.04"
"210200200030","11JAN1999","20JAN2000","$18.55","$44.40","1.04"
"210200200030","21JAN2000","29JAN2001","$19.10","$45.70","1.03"
"210200200030","30JAN2001","08FEB2002","$19.25","$46.10","1.01"
"210200200030","09FEB2002","31DEC9999","$19.25","$46.10","1.00"
"210200200031","01JAN1998","22NOV1998","$15.15","$36.30","1.02"
"210200200031","23NOV1998","14OCT1999","$15.45","$37.00","1.02"
"210200200031","15OCT1999","04SEP2000","$15.75","$37.70","1.02"
"210200200031","05SEP2000","27JUL2001","$15.90","$38.00","1.01"
"210200200031","28JUL2001","18JUN2002","$15.90","$38.00","1.00"
"210200200031","19JUN2002","31DEC9999","$15.90","$38.00","1.00"
"210200200032","01JAN1998","12JAN1999","$15.45","$36.80","1.03"
"210200200032","13JAN1999","24JAN2000","$15.75","$37.50","1.02"
"210200200032","25JAN2000","04FEB2001","$15.90","$37.80","1.01"
"210200200032","05FEB2001","16FEB2002","$15.90","$37.80","1.00"
"210200200032","17FEB2002","31DEC9999","$15.90","$37.80","1.00"
"210200300001","01JAN1998","12JAN1999","$15.80","$31.40","1.00"
"210200300001","13JAN1999","24JAN2000","$15.80","$31.40","1.00"
"210200300001","25JAN2000","04FEB2001","$15.80","$31.40","1.00"
"210200300001","05FEB2001","16FEB2002","$15.80","$31.40","1.00"
"210200300001","17FEB2002","31DEC9999","$15.80","$31.40","1.00"
"210200300002","01JAN1998","22NOV1998","$10.40","$20.60","1.01"
"210200300002","23NOV1998","14OCT1999","$10.40","$20.60","1.00"
"210200300002","15OCT1999","04SEP2000","$10.40","$20.60","1.00"
"210200300002","05SEP2000","27JUL2001","$10.40","$20.60","1.00"
